Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Power,Processor Family,Processor,Proc. Frequency,System Family,System Model,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
216,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet",United States,2007,2324,13793.2,24727.4,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
218,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,2016,13729.0,24192.0,0,0,224.56,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
219,WETA Digital,Hewlett-Packard,Cluster Platform 3000 BL2x220,New Zealand,2008,2496,13710.2,24960.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
220,WETA Digital,Hewlett-Packard,Cluster Platform 3000 BL2x220,New Zealand,2008,2496,13710.2,24960.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
221,WETA Digital,Hewlett-Packard,Cluster Platform 3000 BL2x220,New Zealand,2008,2496,13710.2,24960.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
222,WETA Digital,Hewlett-Packard,Cluster Platform 3000 BL2x220,New Zealand,2008,2496,13710.2,24960.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2500,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Industry,Media,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
223,Semiconductor Company,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",Taiwan,2007,2000,13682.0,24000.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
224,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,2008,13681.8,24096.0,0,0,223.67,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
225,Omniture,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,2304,13680.0,24579.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
226,Telecommunication Company,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Italy,2008,2304,13680.0,24579.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
227,Roshydromet,SGI,"SGI Altix ICE 8200, Xeon quad core 2.83 GHz",Russia,2008,1416,13680.0,16029.0,567760,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,SGI Altix,SGI Altix ICE 8200,SLES10 + SGI ProPack 5,MPP,Research,Weather and Climate Research,Infiniband,Infiniband DDR,Eastern Europe,Europe
228,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
229,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
230,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
231,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
232,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
233,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
234,Geoscience (P),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2764,13640.0,33168.0,0,0,263.58,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
235,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 52xx 3 GHz, GigEthernet",Japan,2008,1992,13635.1,23904.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 52xx (Wolfdale),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
236,Cerner Corp.,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2 GHz, GigEthernet",United States,2008,3152,13533.3,25216.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
238,Logistic Services (E),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2664,13479.6,24828.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
239,Jefferson Lab,Koi Computers,"KOI Quad Core Opteron 1.9GHz, Infiniband",United States,2007,3040,13460.0,23104.0,340000,0,0.0,AMD x86_64,AMD x86_64 Opteron Quad Core,1900,KOI Cluster,"KOI Quad Core Opteron, Infiniband",Linux,Cluster,Research,Not Specified,Infiniband,Infiniband DDR,North America,Americas
240,Computacenter,Hewlett-Packard,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet",United Kingdom,2008,5200,13423.5,24960.0,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2400,HP Cluster Platform 4000BL,Cluster Platform 4000 BL465c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
241,Financial Institution (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Germany,2007,2640,13380.6,24604.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
242,Financial Institution (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Germany,2007,2640,13380.6,24604.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
243,Hewlett Packard,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet",United Kingdom,2008,3328,13280.0,24760.3,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),1866,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Vendor,Hardware,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
244,Telecommunication Company,Hewlett-Packard,"Cluster Platform 3000 BL680c, Xeon 73xx 1.86 Ghz, GigabitEth",France,2008,3312,13217.0,24641.3,0,0,0.0,Intel EM64T,Intel EM64T Xeon 73xx (Tigerton),1860,HP Cluster Platform 3000BL,Cluster Platform 3000 BL680c,Linux,Cluster,Industry,Telecomm,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
245,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet",United Kingdom,2008,2064,13216.8,23364.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
246,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet",United Kingdom,2008,2064,13216.8,23364.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
247,Lockheed Martin,IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",United States,2008,1832,13212.9,17096.2,0,0,73.63,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Aerospace,Infiniband,Infiniband,North America,Americas
248,Insight Direct,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, Infiniband",United States,2008,1904,13202.0,20312.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Infiniband,Infiniband DDR,North America,Americas
249,Environment Canada,IBM,eServer pSeries p5 575 1.9 GHz,Canada,2008,2016,13170.9,15321.6,0,0,0.0,Power,POWER5+,1900,IBM pSeries,pSeries 575,AIX,MPP,Research,Not Specified,SP Switch,Federation,North America,Americas
250,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",United States,2007,2200,13155.1,23469.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
251,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United Kingdom,2008,1912,13113.0,22944.0,0,0,212.98,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
253,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2560,13047.6,23859.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
254,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2560,13047.6,23859.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
255,Government Classified,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2560,13047.6,23859.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Government,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
256,Government Classified,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2560,13047.6,23859.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Government,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
257,Financial Institution (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Germany,2007,2544,12980.4,23710.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
258,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,1888,12967.3,22656.0,0,0,210.31,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
259,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,1888,12967.3,22656.0,0,0,210.31,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
260,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet",United States,2008,2152,12955.8,22957.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
262,Logistic Services,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",China,2008,2528,12913.1,23561.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
264,IT Services Provider (C),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",Sweden,2008,2480,12710.0,23113.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
266,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband DDR",United States,2008,1600,12630.0,17068.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Infiniband,Infiniband DDR,North America,Americas
267,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband DDR",United States,2008,1600,12630.0,17068.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Infiniband,Infiniband DDR,North America,Americas
268,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband DDR",United States,2008,1600,12630.0,17068.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Infiniband,Infiniband DDR,North America,Americas
269,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband DDR",United States,2008,1600,12630.0,17068.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Infiniband,Infiniband DDR,North America,Americas
270,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,2096,12588.0,22301.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
271,Naval Oceanographic Office (NAVOCEANO),IBM,eServer pSeries p5 575 1.9 GHz,United States,2006,1920,12543.4,14592.0,0,0,0.0,Power,POWER5+,1900,IBM pSeries,pSeries 575,AIX,MPP,Research,Weather and Climate Research,SP Switch,Federation,North America,Americas
272,Financial Institution,IBM,"xSeries x3550 Cluster Xeon, 2.333 GHz, GigEthernet",United States,2008,2536,12514.9,23666.0,0,0,232.04,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
274,ABC Daa Sp. Z 0.0.,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Poland,2008,2080,12505.7,22131.2,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Eastern Europe,Europe
275,Logistic Services (E),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",United States,2008,1800,12478.2,21600.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
276,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Sweden,2008,2056,12381.3,21875.8,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
278,Financial DCCoD (B),IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",United Kingdom,2008,5000,12312.0,22000.0,0,0,307.5,AMD x86_64,AMD x86_64 Opteron Dual Core,2200,IBM Cluster,BladeCenter LS20 CLuster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
279,Geoscience (E),IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",United States,2005,5000,12312.0,22000.0,0,0,307.5,AMD x86_64,AMD x86_64 Opteron Dual Core,2200,IBM Cluster,BladeCenter LS20 CLuster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
281,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband",United States,2007,1568,12230.0,18816.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Infiniband,Infiniband DDR,North America,Americas
284,Semiconductor Company (S),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",Taiwan,2008,1736,12085.0,20832.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
285,Semiconductor Company (C),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2448,12080.6,29376.0,0,0,233.44,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
286,Semiconductor Company (C),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2448,12080.6,29376.0,0,0,233.44,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
287,Semiconductor Company (C),IBM,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",United States,2008,2448,12080.6,29376.0,0,0,233.44,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon dual core",Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
288,NASA/Ames Research Center/NAS,SGI,Altix 4700 1.6 GHz,United States,2007,2048,12072.0,13107.2,655872,0,0.0,Intel IA-64,Intel IA-64 Itanium 2 Dual Core,1600,SGI Altix,SGI Altix 4700,SLES10 + SGI ProPack 5,MPP,Research,Not Specified,NUMAlink,NUMAlink,North America,Americas
290,IT Service Provider (C),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",Netherlands,2008,1728,12035.0,20736.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
291,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",Germany,2008,1728,11994.3,20736.0,0,0,192.48,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
292,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",Germany,2008,1728,11994.3,20736.0,0,0,192.48,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Logistic Services,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
293,Public Services,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,1976,11963.4,21024.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Others,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
294,Public Services,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United States,2008,1976,11963.4,21024.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Others,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
295,IT Service Provider (B),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",United States,2008,2296,11916.0,21398.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Processing Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
296,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",United Kingdom,2007,1704,11887.2,20448.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
298,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",United Kingdom,2008,1944,11825.8,20738.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
299,Japan Atomic Energy Research Institute,SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",Japan,2005,2048,11814.0,13107.0,494592,0,0.0,Intel IA-64,Intel IA-64 Itanium 2,1600,SGI Altix,SGI Altix 3700 Bx2,Linux,MPP,Research,Not Specified,NUMAlink,NUMAlink,Eastern Asia,Asia
