Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
418,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,9720,0,54139.0,103420.8,52.35,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
419,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,9720,0,54139.0,103420.8,52.35,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
420,,"Cluster Platform SL160z, Xeon L5520 4C 2.26 GHz, Gigabit Ethernet",Financial Institution,Hewlett-Packard,United States,2011,Industry,11504,0,54077.0,103996.16,52.0,0,0,,,Cluster,Xeon L5520 4C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,4,Xeon L55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
421,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Infiniband QDR",Service Provider,Hewlett-Packard,United States,2011,Industry,5628,0,54072.0,68886.72,78.49,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
422,,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.53 GHz, Gigabit Ethernet",Service Provider,IBM,China,2011,Industry,9576,0,53961.0,96909.0,55.68,0,0,244.24,220.93,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
423,,"Cluster Platform 4000 BL685c G7, Opteron 6172 12C 2.10 GHz, 10G Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,8184,0,53429.0,68745.6,77.72,0,0,,,Cluster,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,10G Ethernet,North America,Americas
424,,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE",Financial Institution (P),IBM,United Kingdom,2011,Industry,9480,0,53420.0,100867.0,52.96,0,0,248.03,215.38,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
425,,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE",Financial Institution (P),IBM,United Kingdom,2011,Industry,9480,0,53420.0,100867.0,52.96,0,0,248.03,215.38,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
426,,"SGI Altix ICE 8200EX, Xeon X5560 2.8 GHz/X5675 3.06 GHz, Infiniband",ONERA,SGI,France,2011,Research,4992,0,53300.0,57907.2,92.04,1418760,0,,,MPP,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
427,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53 GHz, Gigabit Ethernet",Service Provider,IBM,China,2011,Industry,9444,0,53217.0,95573.0,55.68,0,0,286.47,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
428,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53 GHz, Gigabit Ethernet",Service Provider,IBM,China,2011,Industry,9444,0,53217.0,95573.0,55.68,0,0,286.47,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
429,,"HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,10608,0,53132.0,101836.8,52.17,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
430,,"HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,10608,0,53132.0,101836.8,52.17,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
431,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
432,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
433,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
434,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
435,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
436,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
437,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
438,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
439,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
440,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
441,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
442,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9420,0,53082.07,95330.4,55.68,0,0,285.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
444,Razor-II,"Altus 704 Cluster, 6C Opteron 8431 2.4 Ghz, Infiniband",Georgia Institute of Technology,Penguin Computing,United States,2010,Research,8640,0,53050.0,82944.0,63.96,1152000,0,246.0,215.65,Cluster,Opteron Six Core 6C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,6,Opteron Six Core,Altus 704 Cluster,Penguin Computing Cluster,Infiniband,Infinband DDR 4x,North America,Americas
445,Thunderbird,"PowerEdge 1850, 3.6 GHz, Infiniband",NNSA/Sandia National Laboratories,Dell,United States,2006,Research,9024,0,53000.0,64972.8,81.57,0,0,,,Cluster,Xeon EM64T  3.60GHz,Intel EM64T,3600,Linux,Linux,None,1,Xeon EM64T,PowerEdge 1850,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas
446,,"Cluster Platform 3000 SL160z, Xeon L55xx 2.26 GHz, GigE",Financial Institution,Hewlett-Packard,United States,2011,Industry,11264,0,52997.9,101826.6,52.05,0,0,,,Cluster,Xeon L5520 4C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,4,Xeon L55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
447,,"Cluster Platform 3000 BL460c G6, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Logistic Services (C),Hewlett-Packard,United States,2011,Industry,9504,0,52987.0,101122.56,52.4,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
448,,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE",Logistic Services (E),Hewlett-Packard,United States,2011,Industry,9492,0,52922.9,100994.9,52.4,0,0,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
449,,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE",Logistic Services (E),Hewlett-Packard,United States,2011,Industry,9492,0,52922.9,100994.9,52.4,0,0,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
450,,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE",Logistic Services (E),Hewlett-Packard,United States,2011,Industry,9492,0,52922.9,100994.9,52.4,0,0,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
451,,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE",Logistic Services (E),Hewlett-Packard,United States,2011,Industry,9492,0,52922.9,100994.9,52.4,0,0,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
452,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
453,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
454,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
455,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
456,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
457,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
458,,"iDataPlex DX360M3, Xeon 2.93, Infiniband",Geoscience (P),IBM,United States,2011,Industry,5112,0,52874.12,59912.64,88.25,0,0,159.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
459,Tera-10,"NovaScale 5160, Itanium2 1.6 GHz, Quadrics",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2006,Research,9968,0,52840.0,63795.2,82.83,0,0,,,Constellations,Itanium2 Montecito Dual Core 2C 1.60GHz,Intel IA-64,1600,Linux,Linux,None,2,Itanium2 Montecito Dual Core,NovaScale 5160,Bull SMP Cluster,Quadrics,Quadrics,Western Europe,Europe
460,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Banking (M),IBM,United States,2011,Industry,9336,0,52814.0,94480.0,55.9,0,0,283.19,186.5,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
461,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Banking (M),IBM,United States,2011,Industry,9336,0,52814.0,94480.0,55.9,0,0,283.19,186.5,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
462,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Banking (M),IBM,United States,2011,Industry,9336,0,52814.0,94480.0,55.9,0,0,283.19,186.5,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
463,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Banking (M),IBM,United States,2011,Industry,9336,0,52814.0,94480.0,55.9,0,0,283.19,186.5,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
465,,"Cluster Platform 4000 BL465c G7, 12C Opteron 2.2Ghz, Infiniband","Carrillo Business Technologies, Inc",Hewlett-Packard,United States,2011,Industry,7704,0,52789.2,67795.2,77.87,0,0,,,Cluster,Opteron 6174 12C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL465c G7,HP Cluster Platform 4000BL,Infiniband,Infiniband QDR,North America,Americas
466,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2010,Industry,8556,0,52734.1,100276.3,52.59,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
467,,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet",Digital Media,IBM,Singapore,2011,Industry,9304,0,52633.0,98995.0,53.17,0,0,408.21,128.94,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries x3650 Cluster Xeon quad core,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
468,,"HP DL180 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet",Internet Service,Hewlett-Packard,China,2011,Industry,10464,0,52418.0,100454.4,52.18,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
469,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, GigE",Telecommunication Company,IBM,United States,2011,Industry,9300,0,52406.0,98952.0,52.96,0,0,248.44,210.94,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
470,,"xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE",Service Provider,IBM,China,2011,Industry,9288,0,52338.0,93994.56,55.68,0,0,281.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
471,,"xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE",Service Provider,IBM,China,2011,Industry,9288,0,52338.0,93994.56,55.68,0,0,281.74,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
472,,"Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet",IT Services Provider (C),Hewlett-Packard,United States,2011,Industry,11448,0,52318.0,100742.4,51.93,0,0,,,Cluster,Opteron 6174 12C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL465c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
473,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",Financial Institution,Hewlett-Packard,United States,2011,Industry,8472,0,52233.0,99291.84,52.61,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
475,,"Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,8466,0,52152.0,99221.52,52.56,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
476,,"Cluster Platform 4000 BL465c, Opteron 2389 4C 2.90 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,8512,0,51934.0,98739.2,52.6,0,0,,,Cluster,Opteron 2389 4C 2.90GHz,AMD x86_64,2900,Linux,Linux,None,4,Opteron Quad Core,Cluster Platform 4000 BL465c,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
478,UKMO B,"Power 575, p6 4.7 GHz, Infiniband",United Kingdom Meteorological Office,IBM,United Kingdom,2009,Research,3520,0,51863.33,66176.0,78.37,0,0,562.0,92.28,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
479,UKMO A,"Power 575, p6 4.7 GHz, Infiniband",United Kingdom Meteorological Office,IBM,United Kingdom,2009,Research,3520,0,51863.33,66176.0,78.37,0,0,562.0,92.28,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
480,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Engineering Company,IBM,China,2011,Industry,9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
481,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Engineering Company,IBM,China,2011,Industry,9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
482,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Engineering Company,IBM,China,2011,Industry,9192,0,51797.17,107730.24,48.08,0,0,292.61,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
483,,"Power 775, POWER7 8C 3.84 GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,2048,0,51462.0,62849.02,81.88,0,0,125.37,410.48,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
484,Hawk,Altix 4700 1.6 GHz,Air Force Research Laboratory - ARFL DSRC,SGI,United States,2007,Research,9216,0,51441.0,58982.0,87.21,1260000,0,,,MPP,Itanium 2 Dual Core 2C 1.60GHz,Intel IA-64,1600,SUSE Linux Enterprise Server 10,Linux,None,2,Itanium 2 Dual Core,SGI Altix 4700,SGI Altix,NUMAlink,NUMAlink,North America,Americas
485,,"Cluster Platform 4000 BL685c G7, Opteron 12C 2.1 Ghz, GigE",Web Company (C),Hewlett-Packard,China,2011,Industry,11784,0,51416.3,98985.6,51.94,0,0,,,Cluster,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
486,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8334,0,51409.2,97647.5,52.65,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
487,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8334,0,51409.2,97647.5,52.65,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
