Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
68,63.0,47,44,Tera-1000-1,"bullx DLC 720, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR",Commissariat a l'Energie Atomique (CEA),Bull,France,2016,Research,70272,,1871.0,2586.01,4263552.0,,35.2,1042.0,Submitted,1.796,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Bullx Linux,Linux,None,16,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe,47593,178790
70,,50,70,Molecular Simulator,"NEC LX Cluster, Xeon Gold 6148/6154, Intel Omni-Path",Institute for Molecular Science,NEC,Japan,2017,Research,38552,,1785.62,3072.768,2649984.0,,,544.48,Submitted,3.279,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,NEC LX Cluster,NEC Cluster,Omnipath,Intel Omni-Path,Eastern Asia,Asia,48473,179173
71,65.0,49,65,QURIOSITY,"Apollo XL230k, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",BASF,HPE,Germany,2017,Industry,35280,,1750.18,2709.504,4264320.0,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,Apollo XL230k,HP Apollo,Omnipath,Intel Omni-Path,Western Europe,Europe,47379,179110
73,67.0,49,67,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,39680,34720.0,1714.0,3149.6,1460000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179118
74,68.0,45,32,SwiftLucy,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Government,HPE,United States,2015,Government,57600,,1703.28,2304.0,3450432.0,,,2880.0,Derived,0.591,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas,50046,178533
78,72.0,43,18,Edison,"Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ",DOE/SC/LBNL/NERSC,Cray Inc.,United States,2014,Research,133824,,1654.702,2569.4208,,,78.644,3747.07,Derived,0.442,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,48429,178443
79,73.0,42,19,ARCHER,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ",EPSRC/University of Edinburgh,Cray Inc.,United Kingdom,2014,Research,118080,,1642.536,2550.528,,,80.792,3306.24,Derived,0.497,MPP,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Northern Europe,Europe,50487,178188
80,75.0,46,41,Luna,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray Inc.,United States,2015,Research,48960,,1635.02,2036.736,3950400.0,,,956.25,Derived,1.71,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,48437,178614
81,74.0,46,42,Surge,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray Inc.,United States,2015,Research,48960,,1635.02,2036.736,3950400.0,,,956.25,Derived,1.71,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,48437,178613
82,,50,82,HOKUSAI BigWaterfall	,"PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Information Systems Division, RIKEN",Fujitsu,Japan,2017,Research,33600,,1601.0,2580.48,2741752.0,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Eastern Asia,Asia,50734,179172
83,76.0,42,17,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",IBM Development Engineering,IBM,United States,2013,Vendor,62944,,1587.0,1931.625,,,,3575.63,Submitted,0.444,MPP,POWER7 8C 3.84GHz,Power,3836,Linux,Linux,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas,50515,178322
84,,50,84,scafellpike,"Bull Sequana X1000, Intel Xeon Phi 7210 64C 1.3GHz/Xeon Gold 6142, Mellanox EDR",Science and Technology Facilities Council,Bull,United Kingdom,2017,Research,80640,,1531.6,4329.728,3514560.0,,,526.0,Submitted,2.912,Cluster,Intel Xeon Phi 7210 64C 1.3GHz,Intel Xeon Phi,1300,bullx SCS,Linux,None,64,Intel Xeon Phi,Bull Sequana X1000,Bull Sequana,Infiniband,Infiniband EDR,Northern Europe,Europe,50732,179163
85,77.0,48,66,LANL CTS-1 Grizzly,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Los Alamos National Laboratory,Penguin Computing,United States,2016,Research,53352,,1524.72,1792.627,4268160.0,,,603.4,Submitted,2.527,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48276,178972
86,226.0,35,112,Endeavor,"Intel Cluster, Intel Xeon Gold 6148/Xeon Phi 7250F 68C 1.4GHz, Intel Omni-Path",Intel,Intel,United States,2011,Industry,45680,,1462.97,2507.264,3043152.0,,11.2,431.0,Submitted,3.394,Cluster,Intel Xeon Phi 7250F 68C 1.4GHz,Intel Xeon Phi,1400,Linux,Linux,None,68,Intel Xeon Phi,Intel Cluster,Intel Cluster,Omnipath,Intel Omni-Path,North America,Americas,49821,176908
88,79.0,39,13,Blue Joule,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,2012,Research,131072,,1431.102,1677.722,,,,657.0,Submitted,2.178,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,47670,177723
89,81.0,40,69,Spirit,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Air Force Research Laboratory,HPE,United States,2012,Government,73584,,1415.47,1530.5472,3128832.0,,,1606.0,Submitted,0.881,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Redhat Enterprise Linux 6,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas,49284,177935
90,82.0,44,56,Piz Daint Multicore,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,2016,Research,44928,,1410.73,1509.581,3016704.0,,,519.0,Submitted,2.718,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,50422,178451
91,,50,91,MN-1,"SuperServer 4028GR-TR2, Xeon E5-2667v4 8C 3.2GHz, Infiniband FDR, NVIDIA Tesla P100",NTT Communications Tokyo No.4 Data Center,NTT Comm. / NTT PC Comm.,Japan,2017,Industry,59392,57344.0,1391.0,4917.658,1228800.0,,,,,,Cluster,Xeon E5-2667v4 8C 3.2GHz,Intel Broadwell,3200,Ubuntu Linux,Linux,NVIDIA Tesla P100,8,Intel Xeon E5 (Broadwell),SuperServer 4028GR-TR2,Supermicro SuperServer,Infiniband,Infiniband FDR,Eastern Asia,Asia,50737,179178
92,84.0,47,61,Sid,"bullx DLC 720, Xeon E5-2695v4 18C 2.1GHz, Infiniband FDR",Atos,Bull,France,2016,Vendor,49896,,1363.48,1676.506,2439936.0,,,543.0,Submitted,2.511,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,bullx SCS,Linux,None,18,Intel Xeon E5 (Broadwell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe,50630,178811
93,85.0,39,9,Curie thin nodes,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",CEA/TGCC-GENCI,Bull,France,2012,Research,77184,,1359.0,1667.174,5757528.0,,51.0,2132.0,Submitted,0.637,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe,50414,177818
95,,50,95,Peta HPC,"PRIMERGY CX2550 M4/CX2560 M4/CX2570 M4, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",National Center for High Performance Computing,Fujitsu,Taiwan,2017,Research,27200,,1325.15,2088.96,3707904.0,,,332.0,Submitted,3.991,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,RHEL 7.3,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4/CX2560 M4/CX2570 M4,Fujitsu PRIMERGY,Omnipath,Intel Omni-Path,Eastern Asia,Asia,48468,179170
96,,50,96,AIGIS,"Sugon Cluster W780I, Xeon E5-2630v4 10C 2.2GHz, NVIDIA Tesla P100, Infiniband FDR",Government,Sugon,China,2017,Government,24400,22400.0,1307.0,1950.4,1135000.0,,,300.0,Submitted,4.357,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,NVIDIA Tesla P100,10,Intel Xeon E5 (Broadwell),Sugon Cluster W780I,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50366,179254
97,87.0,47,63,Cobalt,"bullx DLC 720, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR",Commissariat a l'Energie Atomique (CEA)/CCRT,Bull,France,2016,Research,38528,,1299.47,1479.475,3843648.0,,23.2,539.0,Submitted,2.411,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,bullx SCS,Linux,None,14,Intel Xeon E5 (Broadwell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband EDR,Western Europe,Europe,50207,178806
98,89.0,45,44,Gordon,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D",Navy DSRC,Cray Inc.,United States,2015,Government,61256,10248.0,1285.6,2049.602,4838400.0,,,2323.71,Submitted,0.553,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,Intel Xeon Phi 5120D,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,50425,178521
99,88.0,45,45,Conrad,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D",Navy DSRC,Cray Inc.,United States,2015,Government,61256,10248.0,1285.6,2049.602,4838400.0,,,2323.71,Submitted,0.553,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,Intel Xeon Phi 5120D,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,50425,178520
100,90.0,42,31,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,Lenovo/IBM,Germany,2013,Research,65320,,1283.3119,1463.168,,,61.5,1260.0,Submitted,1.019,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe,48331,178197
101,,50,101,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,66560,,1276.0,2662.4,5347000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179217
102,91.0,35,2,Nebulae,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",National Supercomputing Centre in Shenzhen (NSCS),Sugon,China,2010,Research,120640,64960.0,1271.0,2984.3,2359296.0,,,2580.0,Submitted,0.493,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Dawning TC3600 Blade System,Dawning Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia,50287,176819
103,,50,103,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,65280,,1271.0,2611.2,5295000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179218
104,,50,104,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,64000,,1269.0,2560.0,5243000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179219
105,,50,105,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,64000,,1269.0,2560.0,5243000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179230
106,92.0,40,13,Yellowstone,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Center for Atmospheric Research (NCAR),IBM,United States,2012,Research,72288,,1257.615,1503.59,,,,1436.72,Submitted,0.875,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,48418,177827
108,,50,108,CTRtraning,"Sugon I620, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,72000,,1242.0,2534.4,6421000.0,,,900.0,Submitted,1.38,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179189
111,96.0,47,71,Diego,"bullx DLC 720, Xeon E5-2698v4 20C 2.2GHz, Infiniband FDR",Atos,Bull,France,2016,Vendor,46800,,1225.28,1647.36,2835504.0,,,472.0,Submitted,2.596,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,bullx SCS,Linux,None,20,Intel Xeon E5 (Broadwell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe,50630,178791
112,98.0,48,84,SNL/NNSA CTS-1 Serrano,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2016,Research,40392,,1223.7,1357.171,3953496.0,,,480.0,Submitted,2.549,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48748,178975
113,97.0,48,85,SNL/NNSA CTS-1 Cayenne,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2016,Research,40392,,1223.7,1357.171,3953496.0,,,480.0,Submitted,2.549,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48748,178976
114,99.0,42,384,,"Cray XC40, E5-2680v3 12C 2.5Ghz/Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Deutscher Wetterdienst,Cray Inc.,Germany,2017,Research,41472,,1214.2,1459.814,4086336.0,,,528.2,Submitted,2.299,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,47712,178192
116,,50,116,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,28800,22400.0,1188.0,2120.0,2345000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179200
117,,50,117,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,28800,22400.0,1188.0,2120.0,2345000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179199
118,,50,118,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,24960,23296.0,1182.0,2204.8,1691000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179204
119,,50,119,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,24960,23296.0,1182.0,2204.8,1691000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179205
120,101.0,49,101,LLNL/NNSA CTS-1 Nel,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2017,Research,39744,,1179.58,1335.398,3237888.0,,,485.0,Submitted,2.432,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48247,179111
122,,50,122,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,12800,11200.0,1171.0,2120.0,1658000.0,,56.5,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179201
123,,50,123,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,12800,11200.0,1171.0,2120.0,1658000.0,,56.5,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179202
124,103.0,36,44,Garnet,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect",ERDC DSRC,Cray Inc.,United States,2010,Research,150528,,1167.0,1505.28,5685504.0,,,5569.0,Derived,0.21,MPP,Opteron 16C 2.5GHz,AMD x86_64,2500,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Custom Interconnect,Cray Gemini interconnect,North America,Americas,47771,176958
125,104.0,47,74,,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2016,Industry,78000,,1149.57,2870.4,4560768.0,,,2437.5,Derived,0.472,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,178778
126,106.0,48,89,LANL/NNSA CTS-1 Ice,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Los Alamos National Laboratory,Penguin Computing,United States,2016,Research,39672,,1144.84,1332.979,3808512.0,,,485.7,Submitted,2.357,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48276,178974
127,105.0,48,90,LANL/NNSA CTS-1 Fire,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Los Alamos National Laboratory,Penguin Computing,United States,2016,Research,39672,,1144.84,1332.979,3808512.0,,,485.7,Submitted,2.357,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48276,178973
128,,50,128,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,59520,,1128.0,2380.8,5056000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179221
129,,50,129,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,59520,,1128.0,2380.8,5056000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179220
130,,50,130,data-ML,"Sugon I620, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,64800,,1124.0,2280.96,6092000.0,,,1620.0,Submitted,0.694,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179190
131,,50,131,Mars,"PowerEdge C6320, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR",NOAA,Dell EMC / IBM-GBS,United States,2017,Research,33600,,1121.13,1397.76,2780352.0,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,RHEL 7.2,Linux,None,14,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,50739,179180
132,,50,132,Venus,"PowerEdge C6320, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR",NOAA,Dell EMC / IBM-GBS,United States,2017,Research,33600,,1121.13,1397.76,2780352.0,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,RHEL 7.2,Linux,None,14,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,50738,179179
133,107.0,37,6,Cielo,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom",DOE/NNSA/LANL/SNL,Cray Inc.,United States,2011,Research,142272,,1110.0,1365.8112,,,,3980.0,Submitted,0.279,MPP,Opteron 6136 8C 2.4GHz,AMD x86_64,2400,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Cray Gemini interconnect,North America,Americas,50334,177170
134,,50,134,PVideo-C,"Sugon I620, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,67200,,1108.0,2257.92,5372000.0,,,1050.0,Submitted,1.055,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50707,179192
135,,50,135,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,57600,,1106.0,2304.0,4974000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179222
136,,50,136,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,57600,,1106.0,2304.0,4974000.0,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179223
