Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
178,,45,178,Santos Dumont Hybrid,"Bullx B710, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, Intel Xeon Phi 7120P",Laboratório Nacional de Computação Científica,"Bull, Atos Group",Brazil,2015,Academic,24732,6588,363225.0,478829.0,1155048,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,bullx SCS,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (IvyBridge),Bullx B710,Bull Bullx,Infiniband,Infiniband FDR,South America,Americas
182,140.0,38,64,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",Texas A&M University,IBM,United States,2011,Academic,32768,0,357776.0,419430.4,0,0,164.38,2176.52,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
192,149.0,42,130,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Indian Institute of Technology - Kanpur,Hewlett-Packard,India,2013,Academic,17980,0,344317.0,359600.0,3486976,0,369.9,930.84,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,South-central Asia,Asia
193,,45,193,Shirokane3,"HP Apollo 6000 Xl230/250 , Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR, Intel Xeon Phi 7120P","University of Tokyo/Human Genome Centre, Institute of Medical Science",Hewlett-Packard,Japan,2015,Academic,12408,1464,342585.0,431731.0,2212608,0,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,Eastern Asia,Asia
197,153.0,43,121,Ada,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Texas A&M University,IBM/Lenovo,United States,2014,Academic,16820,0,335736.0,336400.0,2257408,0,356.82,940.91,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
204,,45,204,Bifrost,"ClusterVision RS720Q/RS700, Xeon E5-2640v3 8C 2.6GHz, Infiniband QDR",National Supercomputer Centre (NSC),ClusterVision,Sweden,2015,Academic,10256,0,326469.0,426650.0,2227200,0,205.0,1592.53,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),ClusterVision RS720Q/RS700,ClusterVision Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe
208,,45,208,Santos Dumont CPU,"Bullx B71x, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR",Laboratório Nacional de Computação Científica,"Bull, Atos Group",Brazil,2015,Academic,18144,0,321178.0,348365.0,2270184,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,bullx SCS,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx B71x,Bull Bullx,Infiniband,Infiniband FDR,South America,Americas
212,165.0,42,108,,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","Information Technology Center, Nagoya University",Fujitsu,Japan,2013,Academic,23478,10374,317900.0,465592.0,2038272,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,Intel Xeon Phi 3120p,12,Intel Xeon E5 (IvyBridge),Fujitsu PRIMERGY CX400,Fujitsu Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
218,109.0,44,109,,"Apollo 6000 XL230a, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",CSC (Center for Scientific Computing),Hewlett-Packard,Finland,2014,Academic,9528,0,314396.7,396365.0,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL230a,HP Apollo,Infiniband,Infiniband FDR,Northern Europe,Europe
222,174.0,44,174,magnolia,"Cray XC40, Xeon E5-2695v3 14C 2.3GHz, Aries interconnect ","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,2014,Academic,11648,0,307200.0,428646.4,1704960,0,165.3,1858.44,Cluster,Xeon E5-2695v3 14C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,14,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
226,179.0,37,22,LOEWE-CSC,"SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870",Universitaet Frankfurt,Clustervision/Supermicro,Germany,2011,Academic,44928,24576,299300.0,588748.8,2095104,0,416.78,718.12,Cluster,Opteron 6172 12C 2.1GHz,AMD x86_64,2100,Linux,Linux,ATI HD 5870,12,"Opteron 6100-series ""Magny-Cours"" ",SuperServer 2022TG-GIBQRF,Supermicro SuperServer,Infiniband,Infiniband QDR,Western Europe,Europe
241,189.0,44,189,Lobachevsky,"GPU Blade Cluster, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, NVIDIA K20",Lobachevsky State University of Nizhni Novgorod,"Niagara Computers, Supermicro",Russia,2014,Academic,5310,3510,289500.0,348660.0,806400,564480,,,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,NVIDIA K20,10,Intel Xeon E5 (IvyBridge),GPU Blade Cluster,GPU Blade Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
243,,45,243,Abacus 2.0,"Lenovo NeXtScale nx360M5, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",University of Southern Denmark,Lenovo,Denmark,2015,Academic,9360,0,288905.0,374400.0,1397760,0,200.0,1444.53,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Northern Europe,Europe
244,190.0,40,170,RSC Tornado SUSU,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X",South Ural State University,RSC Group,Russia,2012,Academic,28032,23424,288200.0,473640.96,980992,0,294.0,980.27,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,CentOS,Linux,Intel Xeon Phi SE10X,6,Xeon 5600-series (Westmere-EP),RSC Tornado,RSC Cluster,Infiniband,Infiniband QDR,Eastern Europe,Europe
246,192.0,38,48,Gordon,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",UCSD/San Diego Supercomputer Center,Cray Inc.,United States,2011,Academic,16160,0,285800.0,336128.0,2558976,1279488,358.4,797.43,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
252,,45,252,,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Japan Advanced Institute of Science and Technology,Cray Inc.,Japan,2015,Academic,8640,0,278137.0,359424.0,2234880,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
256,198.0,42,134,HA-PACS TCA,"Cray CS300 Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband QDR, NVIDIA K20x","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,2013,Academic,4864,3584,277100.0,364288.0,896960,0,93.0,2979.57,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,CentOS,Linux,NVIDIA K20x,10,Intel Xeon E5 (IvyBridge),Cray CS300 Cluster,Cray CS300,Infiniband,Infiniband QDR,Eastern Asia,Asia
269,211.0,37,81,Zeus,"Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090",Cyfronet,Hewlett-Packard,Poland,2011,Academic,25468,3328,266942.0,373889.6,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390/BL2x220,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Eastern Europe,Europe
278,220.0,43,183,EOS,"Bullx DLC B710 Blades, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",CALMIP / University of Toulouse,"Bull, Atos Group",France,2014,Academic,12240,0,255078.0,274176.0,2018352,0,192.0,1328.53,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,bullx SCS,Linux,None,10,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
279,221.0,42,151,romeo,"Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x",ROMEO HPC Center - Champagne-Ardenne,"Bull, Atos Group",France,2013,Academic,5720,3640,254900.0,384124.0,645120,0,81.41,3131.06,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Bullx Linux,Linux,NVIDIA K20x,8,Intel Xeon E5 (IvyBridge),Bull R421-E3 Cluster,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
281,,45,281,Sango,"Supermicro SBI-7228R-T2F, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P",Okinawa Institute of Science and Technology,Supermicro,Japan,2015,Academic,10512,732,252700.0,405696.0,2400000,400000,78.41,3222.8,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (Haswell),Supermicro SBI-7228R-T2F,Supermicro Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
282,225.0,37,28,Lonestar 4,"Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR",Texas Advanced Computing Center/Univ. of Texas,Dell,United States,2011,Academic,22656,0,251800.0,301777.0,2128224,0,,,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge M610 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
284,227.0,39,73,Camphor,"Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect",Kyoto University,Cray Inc.,Japan,2012,Academic,30080,0,251700.0,300800.0,2009280,0,,,MPP,Opteron 16C 2.5GHz,AMD x86_64,2500,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Eastern Asia,Asia
289,232.0,44,232,,"IBM NeXtScale nx360M5, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Technische Universitaet Darmstadt,IBM/Lenovo,Germany,2014,Academic,9312,0,249993.0,372480.0,0,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,IBM NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe
294,236.0,39,70,,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Institute for Materials Research, Tohoku University (IMR)",Hitachi,Japan,2012,Academic,10240,0,243900.0,306388.9,1576960,0,556.3,438.43,Cluster,POWER7 8C 3.84GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
297,,45,297,bwForCluster MLS&WISO Production,"MEGWARE MiriQuid, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",University Heidelberg and University Mannheim,MEGWARE,Germany,2015,Academic,7552,0,241113.0,289996.8,1876992,0,140.0,1722.24,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
299,239.0,38,41,,"Rackable C2112-4G3 Cluster, Opteron 12 Core 2.10 GHz, Infiniband QDR",Calcul Canada/Calcul Québec/Université de Sherbrooke,SGI,Canada,2011,Academic,37728,0,240300.0,316915.2,2030280,0,,,Cluster,Opteron 6172 12C 2.1GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",SGI Rackable C2112-4G3 Cluster,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas
301,241.0,42,166,Wilkes,"Dell T620 Cluster, Intel Xeon E5-2630v2 6C 2.600GHz, Infiniband FDR, NVIDIA K20",Cambridge University,Dell,United Kingdom,2013,Academic,4864,3328,239900.0,332662.0,845824,0,,,Cluster,Intel Xeon E5-2630v2 6C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,NVIDIA K20,6,Intel Xeon E5 (IvyBridge),Dell T620 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
306,246.0,35,18,Jade,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband",Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),SGI,France,2010,Academic,23040,0,237800.0,267878.4,2487240,0,1064.0,223.5,MPP,Xeon E5450 4C 3GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI ICE 8200EX,SGI ICE,Infiniband,Infiniband,Western Europe,Europe
307,314.0,43,253,Euler 2,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",ETH Zuerich,Hewlett-Packard,Switzerland,2014,Academic,17664,0,237400.0,381542.0,1482816,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Western Europe,Europe
316,,45,316,CooLMUC 2,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",Leibniz Rechenzentrum,Lenovo/IBM,Germany,2015,Academic,7056,0,230805.0,293530.0,0,0,121.47,1900.1,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,IBM NeXtScale,Infiniband,Infiniband FDR14,Western Europe,Europe
322,261.0,42,179,IRIDIS 4,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",University of Southampton,IBM,United Kingdom,2013,Academic,12000,0,227026.67,249600.0,0,0,249.26,910.8,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
325,264.0,39,81,MOGON,"MEGWARE Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR",Universitaet Mainz,MEGWARE,Germany,2012,Academic,33920,0,225617.0,284928.0,2830000,560000,467.0,483.12,Cluster,Opteron 6272 16C 2.1GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",MEGWARE Saxonid 6100,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
326,265.0,44,265,HELIOS,"Bullx B515 cluster, Xeon E5-2450 8C 2.1GHz, Infiniband FDR, Intel Xeon Phi 5110P","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Bull, Atos Group",Japan,2014,Academic,24480,21600,225129.0,411984.0,940800,0,150.0,1500.86,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,bullx SCS,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Bullx B515 cluster,Bull Bullx,Infiniband,Infiniband FDR,Eastern Asia,Asia
331,,45,331,bwForCluster MLS&WISO Development,"Dalco H88 Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",University Heidelberg and University Mannheim,DALCO AG Switzerland,Germany,2015,Academic,6720,0,222672.0,258048.0,1854720,0,,,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Dalco H88 Cluster,Dalco Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
336,272.0,37,32,RWTH Compute Cluster (RCC),"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband",Universitaet Aachen/RWTH,"Bull, Atos Group",Germany,2011,Academic,25448,0,219838.0,270538.0,2145920,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Bullx B500 Cluster,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
341,275.0,44,275,Justus bwForCluster,"NEC Green Gem Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",Universitaet Ulm,NEC,Germany,2014,Academic,7104,0,217887.0,272793.6,2271744,327936,,,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Redhat Enterprise Linux 7,Linux,None,8,Intel Xeon E5 (Haswell),NEC Green Gem Cluster,NEC Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
349,282.0,41,147,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Technische Universitaet Darmstadt,IBM/Lenovo,Germany,2013,Academic,12288,0,213778.0,255590.0,0,0,255.2,837.69,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
352,,45,352,,"Sugon Cluster CB60-G16, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Northeastern University,Sugon,China,2015,Academic,12000,0,213600.0,240000.0,1820000,0,300.0,712.0,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Sugon Cluster CB60-G16,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
360,,45,360,Aziz,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2695v2 12C 2.4GHz, Intel TrueScale QDR",King Abdulaziz University,Fujitsu,Saudi Arabia,2015,Academic,11904,0,211300.0,228557.0,2298112,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Fujitsu PRIMERGY CX400,Fujitsu Cluster,Infiniband,Intel TrueScale QDR,Western Asia,Asia
363,,45,363,Taurus GPUs,"Bull bullx R400, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K80","TU Dresden, ZIH","Bull, Atos Group",Germany,2015,Academic,3200,1664,209700.0,427520.0,600000,0,64.0,3276.56,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,Nvidia K80,12,Intel Xeon E5 (Haswell),Bull bullx R400,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
368,296.0,43,242,ForHLR1,"MEGWARE MiriQuid, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Karlsruher Institut für Technologie (KIT) ,MEGWARE,Germany,2014,Academic,10800,0,206304.0,216000.0,1898400,336000,205.0,1006.36,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Redhat Enterprise Linux 6.5,Linux,None,10,Intel Xeon E5 (IvyBridge),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
370,308.0,44,308,NIIFI-Debrecen,"Cluster Platform SL250s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR, NVIDIA K20x",National Information Infrastructure Development,Hewlett-Packard,Hungary,2014,Academic,3696,2352,203300.0,248203.0,1050000,0,92.0,2209.78,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,NVIDIA K20x,8,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Europe,Europe
379,,45,379,QPACE2,"Aurora Bricks, Intel Xeon E3-1230Lv3 4C 1.8GHz, Infiniband FDR, Intel Xeon Phi 7120X",Universitaet Regensburg,Eurotech,Germany,2015,Academic,15872,15616,199100.0,316621.0,655200,0,78.0,2552.56,Cluster,Intel Xeon E3-1230Lv3 4C 1.8GHz,Intel Haswell,1800,CentOS,Linux,Intel Xeon Phi 7120X,4,Intel Xeon E3 (Haswell),Aurora Bricks,Eurotech Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
380,,45,380,ORION,"Dell PowerEdge R730, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, AMD FirePro S9150","Next Generation Sequencing Centre, Centre of New Technologies, University of Warsaw",Dell,Poland,2015,Academic,16800,13200,198800.0,903000.0,1198080,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,AMD FirePro S9150,12,Intel Xeon E5 (Haswell),Dell PowerEdge R730,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
385,310.0,41,158,,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P",Shanghai Jiaotong University,Inspur,China,2013,Academic,8412,1900,196234.0,262559.6,1671936,0,217.2,903.47,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Redhat Linux,Linux,K20M/Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Inspur TS10000,Inspur Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
387,,45,387,Hummel,"MEGWARE MiriQuid, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",Universitaet Hamburg,MEGWARE,Germany,2015,Academic,6304,0,195623.0,242074.0,1702656,0,120.0,1630.19,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
394,,45,394,Cherry Creek,"Intel Cluster, Intel Xeon E5-2640v3 8C/ E5-2697v2 12C 2.7GHz, Intel TrueScale QDR, Intel Xeon Phi SE10/7120/7120P",University of Nevada at Las Vegas,Intel,United States,2015,Academic,18249,16649,193856.0,355905.89,981000,0,222.5,871.26,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,CentOS,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (IvyBridge),Intel Cluster,Intel Cluster,Infiniband,Intel TrueScale QDR,North America,Americas
406,330.0,40,123,Ada,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",CNRS/IDRIS-GENCI,IBM,France,2012,Academic,10624,0,191938.0,229478.0,0,0,243.69,787.63,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3750 Cluster,IBM xSeries,Infiniband,Infiniband FDR,Western Europe,Europe
407,331.0,42,210,Emmy,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR",Universitaet Erlangen - Regionales Rechenzentrum Erlangen,NEC,Germany,2013,Academic,11200,0,191500.0,197120.0,1951840,0,169.0,1133.14,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,None,10,Intel Xeon E5 (IvyBridge),NEC LX-2400,NEC Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
411,335.0,33,14,Shaheen,Blue Gene/P Solution,King Abdullah University of Science and Technology,IBM,Saudi Arabia,2009,Academic,65536,0,190900.0,222822.4,0,0,504.0,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Asia,Asia
415,339.0,40,141,CADMOS BG/Q,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",Ecole Polytechnique Federale de Lausanne,IBM,Switzerland,2012,Academic,16384,0,188967.0,209715.0,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe
418,342.0,40,143,,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw",IBM,Poland,2012,Academic,16384,0,188967.0,209715.0,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Europe,Europe
419,343.0,39,103,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",University of Rochester,IBM,United States,2012,Academic,16384,0,188967.0,209715.0,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
421,345.0,41,173,OCuLUS (Owl CLUSter),"Clustervision CV-AIRE5, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Universitaet Paderborn - PC2,ClusterVision,Germany,2013,Academic,9600,0,188725.0,199680.0,1966080,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Scientific Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Clustervision CV-AIRE5,ClusterVision Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
426,350.0,38,54,Carter,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Purdue University,Hewlett-Packard,United States,2011,Academic,10368,0,186900.0,215654.4,1471712,0,252.0,741.67,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 SL6500,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
